current_a,current_ma,power_w,trend_direction,trend_percent_change,signal_quality,recommendation_type,severity,estimated_savings_kwh_per_day,energy_wasted_kwh_per_day
2.0621,2062.1,474.28,stable,-14.64,strong,moderate_load,medium,2.2765,1.7074
1.805,1805.0,415.15,falling,-5.85,strong,moderate_load,medium,1.9927,1.4945
1.8374,1837.4,422.6,falling,-15.64,strong,moderate_load,medium,2.0285,1.5214
2.7942,2794.2,642.67,falling,1.36,fair,moderate_load,medium,3.0848,2.3136
3.347,3347.0,769.81,falling,-5.62,fair,moderate_load,medium,3.6951,2.7713
2.9526,2952.6,679.1,falling,-6.2,strong,moderate_load,medium,3.2597,2.4448
3.4498,3449.8,793.45,falling,6.52,strong,moderate_load,medium,3.8086,2.8564
1.8677,1867.7,429.57,falling,-7.25,strong,moderate_load,medium,2.0619,1.5465
1.9372,1937.2,445.56,falling,10.21,fair,moderate_load,medium,2.1387,1.604
3.2338,3233.8,743.77,rising,-19.57,strong,moderate_load,medium,3.5701,2.6776
2.5904,2590.4,595.79,rising,-8.3,strong,moderate_load,medium,2.8598,2.1448
2.516,2516.0,578.68,stable,7.09,strong,moderate_load,medium,2.7777,2.0832
3.3106,3310.6,761.44,falling,4.25,strong,moderate_load,medium,3.6549,2.7412
2.7608,2760.8,634.98,falling,18.34,strong,moderate_load,medium,3.0479,2.2859
2.0253,2025.3,465.82,falling,-11.53,strong,moderate_load,medium,2.2359,1.677
2.4728,2472.8,568.74,stable,4.64,strong,moderate_load,medium,2.73,2.0475
3.3576,3357.6,772.25,falling,-8.0,strong,moderate_load,medium,3.7068,2.7801
2.0793,2079.3,478.24,stable,0.92,strong,moderate_load,medium,2.2956,1.7217
3.1958,3195.8,735.03,rising,7.4,fair,moderate_load,medium,3.5281,2.6461
3.1459,3145.9,723.56,rising,-18.09,strong,moderate_load,medium,3.4731,2.6048
3.4228,3422.8,787.24,stable,11.75,strong,moderate_load,medium,3.7788,2.8341
1.9631,1963.1,451.51,falling,-13.95,strong,moderate_load,medium,2.1672,1.6254
2.4523,2452.3,564.03,rising,-0.34,strong,moderate_load,medium,2.7073,2.0305
1.9533,1953.3,449.26,falling,15.87,strong,moderate_load,medium,2.1564,1.6173
2.3718,2371.8,545.51,falling,-2.51,strong,moderate_load,medium,2.6184,1.9638
2.7933,2793.3,642.46,stable,-17.04,strong,moderate_load,medium,3.0838,2.3129
2.844,2844.0,654.12,falling,-2.56,strong,moderate_load,medium,3.1398,2.3548
2.3867,2386.7,548.94,rising,-8.68,fair,moderate_load,medium,2.6349,1.9762
3.4632,3463.2,796.54,stable,-0.61,strong,moderate_load,medium,3.8234,2.8675
2.9153,2915.3,670.52,falling,15.88,strong,moderate_load,medium,3.2185,2.4139
2.8051,2805.1,645.17,falling,6.46,strong,moderate_load,medium,3.0968,2.3226
3.0644,3064.4,704.81,stable,-14.32,strong,moderate_load,medium,3.3831,2.5373
2.8313,2831.3,651.2,stable,-11.83,strong,moderate_load,medium,3.1258,2.3443
3.0997,3099.7,712.93,rising,9.1,strong,moderate_load,medium,3.4221,2.5665
2.9622,2962.2,681.31,stable,1.13,fair,moderate_load,medium,3.2703,2.4527
3.3006,3300.6,759.14,falling,17.4,strong,moderate_load,medium,3.6439,2.7329
1.8778,1877.8,431.89,falling,8.52,fair,moderate_load,medium,2.0731,1.5548
2.654,2654.0,610.42,rising,5.78,strong,moderate_load,medium,2.93,2.1975
1.9603,1960.3,450.87,stable,-6.06,fair,moderate_load,medium,2.1642,1.6231
2.8398,2839.8,653.15,stable,-3.09,strong,moderate_load,medium,3.1351,2.3513
1.8581,1858.1,427.36,rising,-14.71,strong,moderate_load,medium,2.0513,1.5385
3.0896,3089.6,710.61,stable,11.66,strong,moderate_load,medium,3.4109,2.5582
2.4469,2446.9,562.79,rising,-2.37,strong,moderate_load,medium,2.7014,2.026
3.2163,3216.3,739.75,stable,-13.87,strong,moderate_load,medium,3.5508,2.6631
1.9079,1907.9,438.82,rising,3.46,strong,moderate_load,medium,2.1063,1.5798
2.4896,2489.6,572.61,falling,-15.94,fair,moderate_load,medium,2.7485,2.0614
2.755,2755.0,633.65,stable,-13.31,strong,moderate_load,medium,3.0415,2.2811
2.0372,2037.2,468.56,falling,-6.27,strong,moderate_load,medium,2.2491,1.6868
2.0342,2034.2,467.87,rising,-8.91,strong,moderate_load,medium,2.2458,1.6843
2.5128,2512.8,577.94,rising,-19.81,strong,moderate_load,medium,2.7741,2.0806
3.1539,3153.9,725.4,stable,14.48,strong,moderate_load,medium,3.4819,2.6114
3.3584,3358.4,772.43,rising,-4.18,strong,moderate_load,medium,3.7077,2.7807
2.8487,2848.7,655.2,falling,-5.05,strong,moderate_load,medium,3.145,2.3587
2.1867,2186.7,502.94,stable,13.68,fair,moderate_load,medium,2.4141,1.8106
3.3699,3369.9,775.08,rising,0.33,fair,moderate_load,medium,3.7204,2.7903
2.1662,2166.2,498.23,stable,-17.16,strong,moderate_load,medium,2.3915,1.7936
2.2815,2281.5,524.75,falling,13.33,strong,moderate_load,medium,2.5188,1.8891
2.4519,2451.9,563.94,stable,-15.62,strong,moderate_load,medium,2.7069,2.0302
2.2426,2242.6,515.8,falling,16.03,strong,moderate_load,medium,2.4758,1.8569
3.3706,3370.6,775.24,stable,3.59,strong,moderate_load,medium,3.7212,2.7909
2.0781,2078.1,477.96,stable,4.58,strong,moderate_load,medium,2.2942,1.7207
2.12,2120.0,487.6,rising,-13.48,strong,moderate_load,medium,2.3405,1.7554
3.3862,3386.2,778.83,stable,-2.12,strong,moderate_load,medium,3.7384,2.8038
2.4134,2413.4,555.08,stable,13.79,strong,moderate_load,medium,2.6644,1.9983
2.1919,2191.9,504.14,falling,-9.5,strong,moderate_load,medium,2.4199,1.8149
2.7772,2777.2,638.76,falling,19.54,strong,moderate_load,medium,3.066,2.2995
3.0872,3087.2,710.06,stable,15.27,strong,moderate_load,medium,3.4083,2.5562
2.9345,2934.5,674.93,rising,-0.06,fair,moderate_load,medium,3.2397,2.4297
2.6353,2635.3,606.12,stable,-6.88,strong,moderate_load,medium,2.9094,2.182
2.2736,2273.6,522.93,rising,-4.21,strong,moderate_load,medium,2.5101,1.8825
3.3051,3305.1,760.17,stable,-6.0,fair,moderate_load,medium,3.6488,2.7366
2.5649,2564.9,589.93,rising,-14.7,strong,moderate_load,medium,2.8317,2.1237
2.2122,2212.2,508.81,rising,8.68,strong,moderate_load,medium,2.4423,1.8317
3.1711,3171.1,729.35,falling,-14.69,strong,moderate_load,medium,3.5009,2.6257
2.415,2415.0,555.45,rising,-17.77,strong,moderate_load,medium,2.6662,1.9996
2.9718,2971.8,683.51,rising,-19.17,strong,moderate_load,medium,3.2808,2.4606
2.8375,2837.5,652.62,falling,-13.63,strong,moderate_load,medium,3.1326,2.3494
2.4018,2401.8,552.41,rising,0.04,strong,moderate_load,medium,2.6516,1.9887
2.8584,2858.4,657.43,stable,-17.08,strong,moderate_load,medium,3.1557,2.3667
1.8236,1823.6,419.43,falling,0.67,strong,moderate_load,medium,2.0133,1.5099
3.0199,3019.9,694.58,falling,-6.55,strong,moderate_load,medium,3.334,2.5005
2.6179,2617.9,602.12,falling,1.95,strong,moderate_load,medium,2.8902,2.1676
2.5133,2513.3,578.06,falling,13.04,strong,moderate_load,medium,2.7747,2.081
2.8277,2827.7,650.37,falling,8.53,strong,moderate_load,medium,3.1218,2.3413
3.0244,3024.4,695.61,stable,7.93,strong,moderate_load,medium,3.3389,2.5042
1.9552,1955.2,449.7,stable,0.49,fair,moderate_load,medium,2.1586,1.6189
3.1209,3120.9,717.81,stable,12.63,strong,moderate_load,medium,3.4455,2.5841
2.5283,2528.3,581.51,rising,-8.09,strong,moderate_load,medium,2.7912,2.0934
2.2375,2237.5,514.62,falling,-3.54,fair,moderate_load,medium,2.4702,1.8526
2.0291,2029.1,466.69,rising,9.57,strong,moderate_load,medium,2.2401,1.6801
2.7231,2723.1,626.31,falling,2.87,strong,moderate_load,medium,3.0063,2.2547
1.8985,1898.5,436.66,stable,-7.15,strong,moderate_load,medium,2.096,1.572
2.7992,2799.2,643.82,falling,6.94,strong,moderate_load,medium,3.0903,2.3178
2.9793,2979.3,685.24,stable,-8.85,strong,moderate_load,medium,3.2892,2.4669
2.7143,2714.3,624.29,falling,-12.7,strong,moderate_load,medium,2.9966,2.2474
2.8255,2825.5,649.87,stable,12.49,strong,moderate_load,medium,3.1194,2.3395
2.0894,2089.4,480.56,rising,-9.0,strong,moderate_load,medium,2.3067,1.73
2.033,2033.0,467.59,falling,9.57,fair,moderate_load,medium,2.2444,1.6833
1.8628,1862.8,428.44,stable,13.51,strong,moderate_load,medium,2.0565,1.5424
1.8915,1891.5,435.05,falling,-19.76,strong,moderate_load,medium,2.0882,1.5662
2.7205,2720.5,625.72,stable,-19.4,strong,moderate_load,medium,3.0035,2.2526
3.329,3329.0,765.67,falling,6.37,strong,moderate_load,medium,3.6752,2.7564
2.9914,2991.4,688.02,falling,-15.64,strong,moderate_load,medium,3.3025,2.4769
3.2673,3267.3,751.48,rising,7.11,fair,moderate_load,medium,3.6071,2.7053
2.5186,2518.6,579.28,falling,-6.01,strong,moderate_load,medium,2.7805,2.0854
2.9132,2913.2,670.04,stable,-6.56,fair,moderate_load,medium,3.2162,2.4121
3.0044,3004.4,691.01,falling,-11.45,strong,moderate_load,medium,3.3168,2.4876
2.4766,2476.6,569.62,stable,-6.88,fair,moderate_load,medium,2.7342,2.0506
2.5949,2594.9,596.83,rising,3.7,strong,moderate_load,medium,2.8648,2.1486
2.0069,2006.9,461.59,rising,-2.93,strong,moderate_load,medium,2.2156,1.6617
3.3086,3308.6,760.98,rising,-6.53,strong,moderate_load,medium,3.6527,2.7395
2.2046,2204.6,507.06,stable,4.06,strong,moderate_load,medium,2.4339,1.8254
2.1346,2134.6,490.96,rising,-3.17,strong,moderate_load,medium,2.3566,1.7675
2.9672,2967.2,682.46,falling,7.67,strong,moderate_load,medium,3.2758,2.4569
2.565,2565.0,589.95,rising,7.58,strong,moderate_load,medium,2.8318,2.1238
3.1901,3190.1,733.72,falling,-10.53,strong,moderate_load,medium,3.5219,2.6414
2.4253,2425.3,557.82,falling,10.3,strong,moderate_load,medium,2.6775,2.0082
1.8113,1811.3,416.6,stable,18.14,strong,moderate_load,medium,1.9997,1.4998
2.7838,2783.8,640.27,rising,-18.83,strong,moderate_load,medium,3.0733,2.305
1.9622,1962.2,451.31,falling,11.44,strong,moderate_load,medium,2.1663,1.6247
2.611,2611.0,600.53,stable,-8.47,strong,moderate_load,medium,2.8825,2.1619
2.488,2488.0,572.24,rising,0.81,strong,moderate_load,medium,2.7468,2.0601
1.8673,1867.3,429.48,falling,4.78,fair,moderate_load,medium,2.0615,1.5461
2.5112,2511.2,577.58,rising,-7.64,strong,moderate_load,medium,2.7724,2.0793
3.0861,3086.1,709.8,falling,-3.54,strong,moderate_load,medium,3.407,2.5553
1.8909,1890.9,434.91,stable,15.07,fair,moderate_load,medium,2.0876,1.5657
3.2699,3269.9,752.08,falling,-0.45,strong,moderate_load,medium,3.61,2.7075
2.872,2872.0,660.56,stable,-0.36,strong,moderate_load,medium,3.1707,2.378
2.5633,2563.3,589.56,stable,-19.48,strong,moderate_load,medium,2.8299,2.1224
2.9588,2958.8,680.52,falling,-17.36,strong,moderate_load,medium,3.2665,2.4499
2.2114,2211.4,508.62,rising,9.55,fair,moderate_load,medium,2.4414,1.831
2.6334,2633.4,605.68,stable,-13.43,strong,moderate_load,medium,2.9073,2.1804
3.1385,3138.5,721.86,stable,7.89,strong,moderate_load,medium,3.4649,2.5987
2.7276,2727.6,627.35,stable,-4.73,strong,moderate_load,medium,3.0113,2.2585
2.6342,2634.2,605.87,stable,-4.28,strong,moderate_load,medium,2.9082,2.1811
2.6068,2606.8,599.56,falling,-17.58,strong,moderate_load,medium,2.8779,2.1584
3.0025,3002.5,690.57,falling,3.49,fair,moderate_load,medium,3.3147,2.4861
2.54,2540.0,584.2,rising,28.14,strong,rising_consumption,medium,1.9727,3.9455
0.6094,609.4,140.16,rising,43.43,strong,rising_consumption,medium,0.7305,1.4609
2.99,2990.0,687.7,rising,17.95,strong,rising_consumption,medium,1.4813,2.9626
3.2298,3229.8,742.85,rising,23.31,fair,rising_consumption,medium,2.0779,4.1558
0.6519,651.9,149.94,rising,40.82,strong,rising_consumption,medium,0.7345,1.4689
2.5655,2565.5,590.07,rising,19.04,fair,rising_consumption,medium,1.3482,2.6964
1.5228,1522.8,350.24,rising,26.55,strong,rising_consumption,medium,1.1159,2.2317
0.5807,580.7,133.56,rising,13.33,strong,rising_consumption,medium,0.2136,0.4273
1.1965,1196.5,275.19,rising,39.16,strong,rising_consumption,medium,1.2932,2.5863
1.0839,1083.9,249.3,rising,18.78,strong,rising_consumption,medium,0.5618,1.1236
2.1667,2166.7,498.34,rising,29.9,strong,rising_consumption,medium,1.788,3.5761
1.1676,1167.6,268.55,rising,29.41,strong,rising_consumption,medium,0.9478,1.8955
3.1146,3114.6,716.36,rising,13.1,strong,rising_consumption,medium,1.1261,2.2522
0.5853,585.3,134.62,rising,25.52,fair,rising_consumption,medium,0.4123,0.8245
3.0205,3020.5,694.72,rising,14.83,strong,rising_consumption,medium,1.2363,2.4726
3.2605,3260.5,749.91,rising,26.73,strong,rising_consumption,medium,2.4054,4.8108
2.7969,2796.9,643.29,rising,21.68,strong,rising_consumption,medium,1.6736,3.3472
3.0259,3025.9,695.96,rising,23.96,strong,rising_consumption,medium,2.001,4.002
1.3666,1366.6,314.32,rising,27.0,fair,rising_consumption,medium,1.0184,2.0368
2.3614,2361.4,543.12,rising,24.54,strong,rising_consumption,medium,1.5994,3.1988
3.0064,3006.4,691.47,rising,44.55,strong,rising_consumption,medium,3.6966,7.3932
2.7697,2769.7,637.03,rising,37.34,strong,rising_consumption,medium,2.8544,5.7088
1.1043,1104.3,253.99,rising,24.39,strong,rising_consumption,medium,0.7434,1.4868
1.671,1671.0,384.33,rising,34.32,strong,rising_consumption,medium,1.5828,3.1656
3.1979,3197.9,735.52,rising,37.52,fair,rising_consumption,medium,3.3116,6.6232
1.6659,1665.9,383.16,rising,43.93,fair,rising_consumption,medium,2.0199,4.0397
2.6267,2626.7,604.14,rising,36.38,strong,rising_consumption,medium,2.6374,5.2749
1.0661,1066.1,245.2,rising,14.43,strong,rising_consumption,medium,0.4246,0.8492
1.588,1588.0,365.24,rising,20.82,strong,rising_consumption,medium,0.9125,1.825
2.9475,2947.5,677.92,rising,19.55,fair,rising_consumption,medium,1.5904,3.1808
3.0816,3081.6,708.77,rising,33.0,strong,rising_consumption,medium,2.8067,5.6135
3.1406,3140.6,722.34,rising,16.96,strong,rising_consumption,medium,1.4701,2.9402
3.2704,3270.4,752.19,rising,41.14,strong,rising_consumption,medium,3.7134,7.4268
3.0495,3049.5,701.38,rising,34.11,strong,rising_consumption,medium,2.8709,5.7418
1.3882,1388.2,319.29,rising,44.04,fair,rising_consumption,medium,1.6874,3.3748
1.3975,1397.5,321.43,rising,37.45,strong,rising_consumption,medium,1.4445,2.889
0.9618,961.8,221.21,rising,14.48,strong,rising_consumption,medium,0.3844,0.7687
1.4548,1454.8,334.6,rising,35.13,strong,rising_consumption,medium,1.4105,2.8211
0.7806,780.6,179.54,rising,16.4,strong,rising_consumption,medium,0.3533,0.7067
2.0799,2079.9,478.38,rising,44.55,strong,rising_consumption,medium,2.5574,5.1148
2.6936,2693.6,619.53,rising,42.94,strong,rising_consumption,medium,3.1923,6.3846
1.1926,1192.6,274.3,rising,25.85,strong,rising_consumption,medium,0.8509,1.7018
2.0885,2088.5,480.35,rising,37.13,strong,rising_consumption,medium,2.1402,4.2805
3.4017,3401.7,782.39,rising,26.08,strong,rising_consumption,medium,2.4486,4.8971
2.7254,2725.4,626.84,rising,35.36,strong,rising_consumption,medium,2.6598,5.3196
0.5636,563.6,129.63,rising,42.55,strong,rising_consumption,medium,0.6619,1.3238
3.2651,3265.1,750.97,rising,35.92,strong,rising_consumption,medium,3.237,6.474
3.0292,3029.2,696.72,rising,17.5,strong,rising_consumption,medium,1.4631,2.9262
1.3573,1357.3,312.18,rising,35.06,fair,rising_consumption,medium,1.3134,2.6268
1.0057,1005.7,231.31,rising,26.92,strong,rising_consumption,medium,0.7472,1.4944
0.9393,939.3,216.04,rising,42.89,fair,rising_consumption,medium,1.1119,2.2238
1.0762,1076.2,247.53,rising,14.87,strong,rising_consumption,medium,0.4417,0.8834
2.9391,2939.1,675.99,rising,18.6,strong,rising_consumption,medium,1.5088,3.0176
2.0726,2072.6,476.7,rising,19.12,fair,rising_consumption,medium,1.0937,2.1875
2.4627,2462.7,566.42,rising,16.14,strong,rising_consumption,medium,1.097,2.1941
0.8569,856.9,197.09,rising,17.97,strong,rising_consumption,medium,0.425,0.85
0.7352,735.2,169.1,rising,11.1,strong,rising_consumption,medium,0.2252,0.4505
0.5723,572.3,131.63,rising,29.39,strong,rising_consumption,medium,0.4642,0.9285
2.679,2679.0,616.17,rising,40.44,strong,rising_consumption,medium,2.9901,5.9803
3.3789,3378.9,777.15,rising,24.13,strong,rising_consumption,medium,2.2503,4.5006
2.6734,2673.4,614.88,rising,25.96,strong,rising_consumption,medium,1.9155,3.8309
2.994,2994.0,688.62,rising,25.45,strong,rising_consumption,medium,2.103,4.2061
0.8286,828.6,190.58,rising,27.76,strong,rising_consumption,medium,0.6349,1.2697
2.231,2231.0,513.13,rising,11.65,strong,rising_consumption,medium,0.7174,1.4347
3.4505,3450.5,793.62,rising,37.35,strong,rising_consumption,medium,3.557,7.114
1.0382,1038.2,238.79,rising,26.08,strong,rising_consumption,medium,0.7473,1.4946
2.2157,2215.7,509.61,rising,12.36,strong,rising_consumption,medium,0.7559,1.5117
1.2678,1267.8,291.59,rising,28.0,strong,rising_consumption,medium,0.9797,1.9595
0.6445,644.5,148.23,rising,12.39,fair,rising_consumption,medium,0.2204,0.4408
2.6208,2620.8,602.78,rising,37.08,strong,rising_consumption,medium,2.6821,5.3643
3.2687,3268.7,751.8,rising,23.14,strong,rising_consumption,medium,2.0876,4.1752
1.2626,1262.6,290.4,rising,33.78,strong,rising_consumption,medium,1.1772,2.3543
1.7182,1718.2,395.19,rising,29.08,strong,rising_consumption,medium,1.3791,2.7581
0.697,697.0,160.31,rising,38.77,strong,rising_consumption,medium,0.7458,1.4917
2.7203,2720.3,625.67,rising,33.94,strong,rising_consumption,medium,2.5482,5.0965
3.0819,3081.9,708.84,rising,39.47,strong,rising_consumption,medium,3.3573,6.7147
2.3621,2362.1,543.28,rising,30.08,strong,rising_consumption,medium,1.961,3.922
2.7419,2741.9,630.64,rising,36.98,strong,rising_consumption,medium,2.7985,5.5971
3.4287,3428.7,788.6,rising,15.8,strong,rising_consumption,medium,1.4952,2.9904
1.832,1832.0,421.36,rising,34.7,strong,rising_consumption,medium,1.7545,3.5091
1.4964,1496.4,344.17,rising,33.17,strong,rising_consumption,medium,1.3699,2.7399
1.2354,1235.4,284.14,rising,39.25,strong,rising_consumption,medium,1.3383,2.6766
2.422,2422.0,557.06,rising,28.98,strong,rising_consumption,medium,1.9372,3.8745
1.9862,1986.2,456.83,rising,32.26,strong,rising_consumption,medium,1.7685,3.537
0.6895,689.5,158.59,rising,18.23,strong,rising_consumption,medium,0.3469,0.6939
1.4097,1409.7,324.23,rising,18.19,strong,rising_consumption,medium,0.7077,1.4155
2.869,2869.0,659.87,rising,11.42,fair,rising_consumption,medium,0.9043,1.8086
1.6498,1649.8,379.45,rising,13.25,strong,rising_consumption,medium,0.6033,1.2067
1.6077,1607.7,369.77,rising,11.89,fair,rising_consumption,medium,0.5276,1.0552
1.1657,1165.7,268.11,rising,42.37,strong,rising_consumption,medium,1.3632,2.7264
2.7707,2770.7,637.26,rising,13.88,strong,rising_consumption,medium,1.0614,2.1228
2.0475,2047.5,470.92,rising,41.69,strong,rising_consumption,medium,2.3559,4.7118
3.3311,3331.1,766.15,rising,30.24,strong,rising_consumption,medium,2.7802,5.5604
0.8918,891.8,205.11,rising,31.96,strong,rising_consumption,medium,0.7866,1.5733
3.4018,3401.8,782.41,rising,41.12,strong,rising_consumption,medium,3.8607,7.7214
1.9657,1965.7,452.11,rising,33.49,strong,rising_consumption,medium,1.8169,3.6339
3.2295,3229.5,742.78,rising,16.04,fair,rising_consumption,medium,1.4297,2.8594
0.6517,651.7,149.89,rising,15.56,strong,rising_consumption,medium,0.2799,0.5597
1.826,1826.0,419.98,rising,23.32,fair,rising_consumption,medium,1.1753,2.3505
1.7338,1733.8,398.77,rising,36.66,strong,rising_consumption,medium,1.7543,3.5085
2.7192,2719.2,625.42,rising,26.63,strong,rising_consumption,medium,1.9986,3.9972
0.5752,575.2,132.3,rising,19.0,strong,rising_consumption,medium,0.3016,0.6033
1.9315,1931.5,444.25,rising,21.33,strong,rising_consumption,medium,1.1371,2.2742
1.7822,1782.2,409.91,rising,22.42,fair,rising_consumption,medium,1.1028,2.2056
3.1387,3138.7,721.9,rising,42.51,strong,rising_consumption,medium,3.6826,7.3651
1.5463,1546.3,355.65,rising,27.72,strong,rising_consumption,medium,1.183,2.3661
1.6448,1644.8,378.3,rising,34.79,strong,rising_consumption,medium,1.5793,3.1587
1.2511,1251.1,287.75,rising,15.35,strong,rising_consumption,medium,0.53,1.0601
2.2634,2263.4,520.58,rising,28.12,strong,rising_consumption,medium,1.7566,3.5133
2.6129,2612.9,600.97,rising,37.4,strong,rising_consumption,medium,2.6972,5.3943
0.6275,627.5,144.32,rising,26.09,strong,rising_consumption,medium,0.4518,0.9037
0.638,638.0,146.74,rising,22.07,strong,rising_consumption,medium,0.3886,0.7773
2.5511,2551.1,586.75,rising,37.48,strong,rising_consumption,medium,2.639,5.2779
3.4206,3420.6,786.74,rising,28.22,strong,rising_consumption,medium,2.6642,5.3284
0.695,695.0,159.85,rising,36.9,strong,rising_consumption,medium,0.7078,1.4156
0.9222,922.2,212.11,rising,30.71,strong,rising_consumption,medium,0.7817,1.5633
3.1869,3186.9,732.99,rising,31.51,fair,rising_consumption,medium,2.7716,5.5432
2.6467,2646.7,608.74,rising,42.34,strong,rising_consumption,medium,3.0929,6.1858
1.9705,1970.5,453.21,rising,30.58,strong,rising_consumption,medium,1.6631,3.3262
1.3228,1322.8,304.24,rising,41.38,fair,rising_consumption,medium,1.5107,3.0215
2.3019,2301.9,529.44,rising,29.39,strong,rising_consumption,medium,1.8672,3.7345
1.6052,1605.2,369.2,rising,32.05,strong,rising_consumption,medium,1.4199,2.8399
1.6219,1621.9,373.04,rising,14.05,fair,rising_consumption,medium,0.6289,1.2579
2.4183,2418.3,556.21,rising,36.13,strong,rising_consumption,medium,2.4115,4.823
1.0624,1062.4,244.35,rising,15.65,strong,rising_consumption,medium,0.4589,0.9178
2.2736,2273.6,522.93,rising,22.74,strong,rising_consumption,medium,1.427,2.8539
2.0706,2070.6,476.24,rising,13.38,strong,rising_consumption,medium,0.7647,1.5293
2.2298,2229.8,512.85,rising,35.87,strong,rising_consumption,medium,2.2075,4.415
1.835,1835.0,422.05,rising,24.87,strong,rising_consumption,medium,1.2596,2.5191
2.6817,2681.7,616.79,rising,42.34,strong,rising_consumption,medium,3.1338,6.2676
2.0355,2035.5,468.16,rising,24.03,strong,rising_consumption,medium,1.35,2.7
3.3224,3322.4,764.15,rising,12.47,strong,rising_consumption,medium,1.1435,2.2869
0.7987,798.7,183.7,rising,20.98,fair,rising_consumption,medium,0.4625,0.925
1.3382,1338.2,307.79,rising,17.43,strong,rising_consumption,medium,0.6438,1.2875
2.4122,2412.2,554.81,rising,21.77,fair,rising_consumption,medium,1.4494,2.8988
0.8639,863.9,198.7,rising,25.78,strong,rising_consumption,medium,0.6147,1.2294
1.3752,1375.2,316.3,rising,40.16,fair,rising_consumption,medium,1.5243,3.0486
1.4135,1413.5,325.11,rising,41.71,strong,rising_consumption,medium,1.6272,3.2545
1.6232,1623.2,373.34,rising,33.27,strong,rising_consumption,medium,1.4905,2.981
2.2149,2214.9,509.43,rising,22.06,strong,rising_consumption,medium,1.3486,2.6971
1.3298,1329.8,305.85,rising,44.22,strong,rising_consumption,medium,1.623,3.2459
3.1976,3197.6,735.45,rising,33.62,strong,rising_consumption,medium,2.9671,5.9342
2.9505,2950.5,678.62,rising,41.22,strong,rising_consumption,medium,3.3567,6.7135
0.77,770.0,177.1,rising,30.99,strong,rising_consumption,medium,0.6586,1.3172
3.1722,3172.2,729.61,rising,33.49,strong,rising_consumption,medium,2.9322,5.8643
1.082,1082.0,248.86,rising,31.38,strong,rising_consumption,medium,0.9371,1.8742
1.4743,1474.3,339.09,rising,24.94,fair,rising_consumption,medium,1.0148,2.0297
1.9663,1966.3,452.25,rising,24.94,strong,rising_consumption,medium,1.3535,2.707
3.3064,3306.4,760.47,rising,21.87,strong,rising_consumption,medium,1.9958,3.9916
1.4421,1442.1,331.68,rising,30.19,strong,rising_consumption,medium,1.2016,2.4032
0.8198,819.8,188.55,rising,35.36,strong,rising_consumption,medium,0.8001,1.6001
2.2806,2280.6,524.54,rising,22.26,strong,rising_consumption,medium,1.4012,2.8023
3.3016,3301.6,759.37,rising,29.26,strong,rising_consumption,medium,2.6663,5.3326
1.2453,1245.3,286.42,rising,25.07,strong,rising_consumption,medium,0.8617,1.7233
0.6616,661.6,152.17,rising,31.79,strong,rising_consumption,medium,0.5805,1.161
2.1317,2131.7,490.29,rising,35.41,fair,rising_consumption,medium,2.0833,4.1667
1.0995,1099.5,252.88,rising,37.79,strong,rising_consumption,medium,1.1468,2.2935
0.7742,774.2,178.07,rising,18.09,strong,rising_consumption,medium,0.3866,0.7731
3.0253,3025.3,695.82,rising,29.88,strong,rising_consumption,medium,2.4949,4.9899
3.3952,3395.2,780.9,rising,41.87,strong,rising_consumption,medium,3.9236,7.8471
3.071,3071.0,706.33,rising,31.99,fair,rising_consumption,medium,2.7115,5.4229
1.7523,1752.3,403.03,rising,15.72,strong,rising_consumption,medium,0.7603,1.5206
2.6665,2666.5,613.3,rising,40.94,strong,rising_consumption,medium,3.013,6.026
0.6548,654.8,150.6,rising,39.07,fair,rising_consumption,medium,0.7061,1.4121
3.0136,3013.6,693.13,rising,18.72,strong,rising_consumption,medium,1.557,3.1141
1.3751,1375.1,316.27,rising,38.48,fair,rising_consumption,medium,1.4604,2.9208
1.5999,1599.9,367.98,rising,29.91,strong,rising_consumption,medium,1.3208,2.6415
1.8226,1822.6,419.2,rising,44.01,strong,rising_consumption,medium,2.2139,4.4278
0.6011,601.1,138.25,rising,14.58,strong,rising_consumption,medium,0.2419,0.4838
2.3062,2306.2,530.43,rising,28.66,strong,rising_consumption,medium,1.8243,3.6485
1.4373,1437.3,330.58,rising,30.68,strong,rising_consumption,medium,1.2171,2.4341
2.9434,2943.4,676.98,rising,34.81,fair,rising_consumption,medium,2.8279,5.6558
1.4143,1414.3,325.29,rising,43.49,strong,rising_consumption,medium,1.6976,3.3952
1.9252,1925.2,442.8,rising,39.43,strong,rising_consumption,medium,2.0952,4.1903
1.8469,1846.9,424.79,rising,42.35,strong,rising_consumption,medium,2.1588,4.3176
1.9338,1933.8,444.77,rising,22.65,strong,rising_consumption,medium,1.2089,2.4178
2.411,2411.0,554.53,rising,13.52,strong,rising_consumption,medium,0.8997,1.7993
3.3262,3326.2,765.03,rising,21.6,strong,rising_consumption,medium,1.983,3.9659
1.4855,1485.5,341.67,rising,36.34,strong,rising_consumption,medium,1.49,2.9799
2.752,2752.0,632.96,rising,16.53,strong,rising_consumption,medium,1.2555,2.5111
0.9144,914.4,210.31,rising,10.85,fair,rising_consumption,medium,0.2738,0.5476
3.3537,3353.7,771.35,rising,25.79,fair,rising_consumption,medium,2.3872,4.7743
1.3917,1391.7,320.09,rising,23.63,strong,rising_consumption,medium,0.9076,1.8153
