module,location,rcwl,pir,rssi,uptime,heap,temperature,humidity,recommendation_type,severity
MOD_PC_01,BEDROOM,0,0,-64,11912,41727,27.7,65.3,review_comfort_drift,low
MOD_PC_02,LAB,1,1,-68,70977,24460,22.8,65.9,review_comfort_drift,low
MOD_ESP_01,LAB,0,1,-69,58189,37441,29.0,62.8,review_comfort_drift,low
MOD_PC_01,BEDROOM,0,1,-58,60665,18537,28.7,68.4,review_comfort_drift,low
MOD_ESP_02,OFFICE,1,1,-63,19323,32040,28.7,54.3,review_comfort_drift,low
MOD_ROOM_01,OFFICE,0,1,-50,7986,11318,28.7,61.8,review_comfort_drift,low
MOD_PC_02,KITCHEN,0,1,-66,6905,47547,28.7,49.9,review_comfort_drift,low
MOD_ESP_01,M_ROOM,1,0,-61,10477,13922,26.2,67.8,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,0,1,-58,82048,23100,22.4,66.5,review_comfort_drift,low
MOD_ROOM_01,LIVING_ROOM,1,0,-54,42384,43181,28.8,62.7,review_comfort_drift,low
MOD_PC_01,BEDROOM,1,0,-54,24659,21346,29.0,35.8,review_comfort_drift,low
MOD_ROOM_01,LAB,0,1,-70,32807,13037,28.6,59.7,review_comfort_drift,low
MOD_ESP_01,KITCHEN,0,0,-55,80742,36545,22.7,69.4,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,0,0,-73,17974,13367,26.0,66.9,review_comfort_drift,low
MOD_PC_02,BEDROOM,1,0,-63,63372,39626,28.4,36.6,review_comfort_drift,low
MOD_ROOM_01,OFFICE,1,1,-70,18311,28085,28.9,46.6,review_comfort_drift,low
MOD_ESP_02,KITCHEN,0,1,-60,51944,11525,28.1,62.0,review_comfort_drift,low
MOD_ESP_02,BEDROOM,1,1,-50,37106,28600,25.2,69.7,review_comfort_drift,low
MOD_PC_01,LAB,0,0,-51,75119,10413,25.0,66.9,review_comfort_drift,low
MOD_ROOM_01,OFFICE,0,0,-55,49255,21240,27.4,67.5,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,1,1,-65,85252,15172,25.5,65.7,review_comfort_drift,low
MOD_PC_02,OFFICE,1,1,-55,18615,22058,28.7,36.7,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,0,1,-60,26537,20732,26.3,67.1,review_comfort_drift,low
MOD_PC_01,OFFICE,0,1,-51,22450,46946,23.5,66.2,review_comfort_drift,low
MOD_ESP_01,LAB,1,1,-68,61829,48549,27.7,68.0,review_comfort_drift,low
MOD_PC_01,BEDROOM,1,0,-52,16786,16575,24.6,69.5,review_comfort_drift,low
MOD_ESP_02,KITCHEN,0,0,-73,63205,11110,25.2,65.7,review_comfort_drift,low
MOD_ESP_01,M_ROOM,1,1,-70,1835,44453,28.0,68.4,review_comfort_drift,low
MOD_ROOM_01,OFFICE,0,1,-64,41882,34904,23.2,66.4,review_comfort_drift,low
MOD_PC_01,OFFICE,1,1,-69,6432,19392,28.3,46.4,review_comfort_drift,low
MOD_PC_02,KITCHEN,1,0,-57,20880,15430,27.8,66.2,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,1,0,-54,23724,23044,26.0,67.0,review_comfort_drift,low
MOD_ROOM_01,BEDROOM,0,0,-70,11891,34114,25.5,67.8,review_comfort_drift,low
MOD_ESP_01,KITCHEN,0,0,-73,60042,14747,26.6,69.0,review_comfort_drift,low
MOD_PC_02,LAB,1,1,-71,18894,28414,28.9,38.6,review_comfort_drift,low
MOD_ROOM_01,OFFICE,0,1,-66,50241,33076,26.0,69.3,review_comfort_drift,low
MOD_ESP_02,LAB,1,1,-74,24375,34746,28.8,56.1,review_comfort_drift,low
MOD_ESP_02,OFFICE,1,0,-62,47203,21563,28.7,44.7,review_comfort_drift,low
MOD_PC_02,BEDROOM,0,0,-57,77962,23006,23.3,68.0,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,1,1,-59,55659,42743,26.4,67.1,review_comfort_drift,low
MOD_PC_01,LAB,0,1,-73,4702,28942,28.5,52.3,review_comfort_drift,low
MOD_PC_02,BEDROOM,1,1,-67,22499,12281,28.2,46.6,review_comfort_drift,low
MOD_ROOM_01,BEDROOM,1,0,-68,61713,33886,29.0,42.0,review_comfort_drift,low
MOD_ESP_02,LAB,0,0,-73,21576,20309,24.9,65.1,review_comfort_drift,low
MOD_ROOM_01,LAB,0,0,-53,77761,13765,24.5,69.0,review_comfort_drift,low
MOD_ESP_02,M_ROOM,0,0,-55,64468,10752,23.1,67.3,review_comfort_drift,low
MOD_ESP_02,KITCHEN,1,0,-73,51162,43521,25.0,69.0,review_comfort_drift,low
MOD_PC_02,LAB,0,1,-61,64619,27602,28.8,37.8,review_comfort_drift,low
MOD_PC_01,BEDROOM,0,1,-69,16827,27303,28.2,44.7,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,1,0,-57,60452,16326,28.6,37.7,review_comfort_drift,low
MOD_ESP_02,KITCHEN,0,1,-50,50511,42312,27.7,66.2,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,1,0,-70,15930,18339,28.8,48.4,review_comfort_drift,low
MOD_ROOM_01,OFFICE,1,1,-53,23225,20711,26.0,69.5,review_comfort_drift,low
MOD_ROOM_01,KITCHEN,1,1,-53,6196,39531,28.5,47.1,review_comfort_drift,low
MOD_ESP_01,LIVING_ROOM,1,1,-51,58670,18740,28.3,55.0,review_comfort_drift,low
MOD_ESP_01,LAB,0,1,-71,14868,29737,23.5,68.5,review_comfort_drift,low
MOD_ROOM_01,LAB,1,0,-54,43549,34763,22.7,69.3,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,0,1,-74,36422,18912,28.4,63.6,review_comfort_drift,low
MOD_PC_02,M_ROOM,0,0,-69,56502,11790,27.1,67.3,review_comfort_drift,low
MOD_PC_02,M_ROOM,1,1,-51,74113,28063,28.4,56.4,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,1,1,-63,61510,44908,28.7,54.4,review_comfort_drift,low
MOD_ESP_01,KITCHEN,0,0,-55,12374,19893,22.9,66.3,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,1,1,-56,5292,33053,28.0,66.1,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,0,1,-69,11152,10271,28.1,38.8,review_comfort_drift,low
MOD_ESP_01,BEDROOM,0,0,-65,83582,49825,28.0,67.3,review_comfort_drift,low
MOD_ESP_02,KITCHEN,0,0,-73,62513,47401,25.9,67.8,review_comfort_drift,low
MOD_PC_02,M_ROOM,1,1,-66,3774,28595,28.1,42.4,review_comfort_drift,low
MOD_ESP_02,KITCHEN,1,1,-68,44587,39436,28.9,51.4,review_comfort_drift,low
MOD_ESP_01,M_ROOM,0,1,-55,4856,19459,28.3,47.8,review_comfort_drift,low
MOD_PC_02,BEDROOM,1,0,-67,70862,12164,26.1,68.2,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,0,1,-55,17577,22391,22.9,67.5,review_comfort_drift,low
MOD_ROOM_01,KITCHEN,1,1,-56,3456,35254,28.9,50.8,review_comfort_drift,low
MOD_PC_01,OFFICE,0,1,-54,36839,32528,28.4,44.0,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,0,1,-71,37152,18374,28.9,58.9,review_comfort_drift,low
MOD_PC_01,M_ROOM,1,1,-66,17835,48080,28.9,48.3,review_comfort_drift,low
MOD_ESP_01,KITCHEN,1,1,-64,61655,43257,28.2,46.0,review_comfort_drift,low
MOD_ROOM_01,KITCHEN,0,1,-69,58607,39595,27.7,65.7,review_comfort_drift,low
MOD_ROOM_01,KITCHEN,0,1,-63,35866,10060,24.8,65.5,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,0,1,-51,9053,14439,22.9,65.5,review_comfort_drift,low
MOD_PC_01,BEDROOM,1,1,-52,72149,45891,25.6,67.8,review_comfort_drift,low
MOD_PC_02,OFFICE,1,0,-73,8407,30412,28.5,52.5,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,1,1,-59,28283,14905,27.4,65.9,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,0,1,-73,49846,35390,28.4,60.3,review_comfort_drift,low
MOD_ESP_02,KITCHEN,0,1,-50,58355,19848,22.7,67.8,review_comfort_drift,low
MOD_ESP_02,BEDROOM,1,1,-60,74257,49591,28.6,38.4,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,1,1,-75,29642,13913,28.1,43.4,review_comfort_drift,low
MOD_ESP_01,BEDROOM,1,0,-60,9658,48035,26.2,65.8,review_comfort_drift,low
MOD_PC_02,KITCHEN,1,1,-74,26513,21775,29.0,64.7,review_comfort_drift,low
MOD_ROOM_01,LIVING_ROOM,0,1,-72,30632,34892,28.8,66.6,review_comfort_drift,low
MOD_ESP_01,BEDROOM,1,1,-65,69086,31996,24.9,68.7,review_comfort_drift,low
MOD_PC_02,KITCHEN,1,1,-75,33723,43252,26.2,66.6,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,0,1,-72,35371,39187,28.9,48.5,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,0,0,-64,30357,42431,25.0,65.2,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,1,1,-57,40941,14079,24.7,68.0,review_comfort_drift,low
MOD_ESP_01,LIVING_ROOM,0,1,-69,76856,30920,28.3,55.1,review_comfort_drift,low
MOD_ESP_02,M_ROOM,0,1,-59,48686,44663,28.1,51.0,review_comfort_drift,low
MOD_ESP_01,KITCHEN,0,1,-59,42248,10086,27.1,69.6,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,0,1,-70,26761,35064,27.0,69.1,review_comfort_drift,low
MOD_PC_01,LAB,0,1,-54,50334,38690,28.6,44.2,review_comfort_drift,low
MOD_ESP_02,LAB,1,1,-58,60742,12633,28.3,36.4,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,1,0,-75,12450,40549,25.4,68.1,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,1,1,-66,75849,40591,26.2,65.7,review_comfort_drift,low
MOD_ROOM_01,LAB,0,1,-70,61439,12433,26.3,66.6,review_comfort_drift,low
MOD_PC_02,OFFICE,1,0,-65,57444,26162,28.2,57.6,review_comfort_drift,low
MOD_PC_01,OFFICE,0,1,-72,23094,41751,28.1,41.5,review_comfort_drift,low
MOD_PC_01,OFFICE,0,0,-68,79877,13025,22.8,65.4,review_comfort_drift,low
MOD_PC_02,KITCHEN,1,1,-63,30003,47439,27.3,69.3,review_comfort_drift,low
MOD_PC_01,KITCHEN,0,1,-54,68951,16916,28.4,37.9,review_comfort_drift,low
MOD_PC_01,BEDROOM,0,1,-70,46768,37599,28.9,47.8,review_comfort_drift,low
MOD_PC_02,OFFICE,0,1,-72,5115,49558,28.7,54.8,review_comfort_drift,low
MOD_ESP_01,M_ROOM,0,1,-54,52596,35617,28.2,40.2,review_comfort_drift,low
MOD_ESP_01,M_ROOM,0,1,-66,85811,34420,27.8,67.3,review_comfort_drift,low
MOD_ESP_01,KITCHEN,1,0,-59,69965,13566,22.1,68.8,review_comfort_drift,low
MOD_ESP_01,BEDROOM,1,1,-64,7490,46945,24.2,69.5,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,0,1,-62,62841,26528,25.6,68.7,review_comfort_drift,low
MOD_PC_01,OFFICE,0,0,-62,49754,33381,22.7,65.4,review_comfort_drift,low
MOD_PC_01,KITCHEN,0,1,-58,29219,39099,28.3,63.0,review_comfort_drift,low
MOD_ESP_01,LIVING_ROOM,1,0,-67,16138,18032,29.7,76.4,high_humidity_risk,high
MOD_PC_02,OFFICE,0,1,-53,72194,24303,31.7,93.6,high_humidity_risk,high
MOD_ROOM_01,KITCHEN,1,0,-55,51212,21796,31.5,83.1,high_humidity_risk,high
MOD_ESP_02,LAB,1,0,-69,71678,17836,31.1,84.5,high_humidity_risk,high
MOD_PC_02,BEDROOM,1,0,-75,71520,39486,30.5,71.9,high_humidity_risk,medium
MOD_ESP_02,BEDROOM,0,0,-65,12400,27276,27.1,78.1,high_humidity_risk,high
MOD_ESP_01,M_ROOM,1,0,-66,16749,18273,31.6,90.7,high_humidity_risk,high
MOD_ROOM_01,OFFICE,0,1,-58,43173,31530,26.3,79.6,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,0,0,-56,13769,35722,27.4,71.6,high_humidity_risk,medium
MOD_ESP_01,LIVING_ROOM,0,1,-74,19589,46658,30.8,93.7,high_humidity_risk,high
MOD_PC_02,M_ROOM,1,1,-52,34823,37876,26.3,73.4,high_humidity_risk,medium
MOD_PC_02,M_ROOM,0,1,-68,30634,28802,31.3,74.5,high_humidity_risk,medium
MOD_PC_01,LIVING_ROOM,1,0,-58,68102,11160,26.1,90.3,high_humidity_risk,high
MOD_PC_01,M_ROOM,0,1,-64,12303,30650,26.4,88.4,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,1,-67,56724,48108,28.6,71.7,high_humidity_risk,medium
MOD_PC_01,KITCHEN,0,1,-74,21143,20718,28.6,73.2,high_humidity_risk,medium
MOD_PC_01,OFFICE,1,1,-56,72573,12390,26.7,94.6,high_humidity_risk,high
MOD_ROOM_01,OFFICE,1,0,-61,55722,32636,27.1,70.5,high_humidity_risk,medium
MOD_ESP_01,LIVING_ROOM,1,1,-57,64970,22901,26.2,76.8,high_humidity_risk,high
MOD_PC_01,KITCHEN,1,0,-68,40483,30599,29.7,74.7,high_humidity_risk,medium
MOD_PC_02,LAB,1,1,-66,20226,18403,26.6,91.5,high_humidity_risk,high
MOD_PC_01,BEDROOM,1,1,-53,77624,33439,28.0,75.3,high_humidity_risk,high
MOD_ROOM_01,BEDROOM,0,0,-53,22005,48878,27.5,78.0,high_humidity_risk,high
MOD_ESP_01,BEDROOM,1,1,-66,80212,14227,28.3,90.6,high_humidity_risk,high
MOD_ROOM_01,BEDROOM,1,1,-58,34382,45944,26.7,71.3,high_humidity_risk,medium
MOD_ESP_02,LIVING_ROOM,1,1,-71,12842,46466,27.4,93.2,high_humidity_risk,high
MOD_PC_02,LIVING_ROOM,1,1,-59,5588,46907,29.3,91.7,high_humidity_risk,high
MOD_ROOM_01,KITCHEN,0,1,-57,84778,37226,26.2,85.6,high_humidity_risk,high
MOD_PC_01,KITCHEN,1,1,-58,75968,49275,27.7,91.5,high_humidity_risk,high
MOD_PC_02,BEDROOM,1,1,-53,62176,19255,29.5,71.9,high_humidity_risk,medium
MOD_ESP_02,OFFICE,1,0,-62,28378,11557,29.7,78.0,high_humidity_risk,high
MOD_PC_01,BEDROOM,1,1,-75,6560,25183,28.1,84.1,high_humidity_risk,high
MOD_ESP_01,LAB,0,0,-66,61613,19787,27.4,85.1,high_humidity_risk,high
MOD_PC_01,BEDROOM,1,0,-66,71408,35924,29.9,79.6,high_humidity_risk,high
MOD_PC_02,KITCHEN,1,0,-75,59827,40065,28.7,90.6,high_humidity_risk,high
MOD_PC_01,BEDROOM,0,1,-69,31910,12408,28.0,72.9,high_humidity_risk,medium
MOD_ESP_01,LAB,1,1,-59,40700,44897,31.8,75.2,high_humidity_risk,high
MOD_ESP_02,M_ROOM,0,1,-55,78446,22066,27.4,88.4,high_humidity_risk,high
MOD_PC_01,LAB,0,0,-54,43672,16656,26.1,72.7,high_humidity_risk,medium
MOD_ROOM_01,LAB,1,0,-64,11693,24300,30.5,72.4,high_humidity_risk,medium
MOD_ESP_02,OFFICE,1,0,-66,78732,38110,30.5,75.8,high_humidity_risk,high
MOD_ESP_01,BEDROOM,1,1,-70,17690,32302,31.3,83.9,high_humidity_risk,high
MOD_PC_01,BEDROOM,1,0,-67,33384,48606,30.2,76.1,high_humidity_risk,high
MOD_PC_02,M_ROOM,1,1,-72,68948,44978,31.3,87.6,high_humidity_risk,high
MOD_ESP_01,M_ROOM,1,1,-73,71688,34919,30.3,78.4,high_humidity_risk,high
MOD_PC_01,KITCHEN,0,1,-66,49493,14457,31.0,81.6,high_humidity_risk,high
MOD_ESP_01,OFFICE,0,1,-68,16435,16062,30.2,85.7,high_humidity_risk,high
MOD_ESP_02,M_ROOM,1,0,-61,86262,42693,31.9,83.7,high_humidity_risk,high
MOD_PC_02,OFFICE,1,0,-66,27681,44825,31.3,81.1,high_humidity_risk,high
MOD_PC_01,BEDROOM,0,1,-65,8271,27279,27.0,73.3,high_humidity_risk,medium
MOD_ESP_02,LAB,0,1,-68,72891,29339,31.7,93.2,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,0,-60,74516,12524,29.5,86.5,high_humidity_risk,high
MOD_ESP_02,M_ROOM,0,0,-60,72214,32935,27.1,72.3,high_humidity_risk,medium
MOD_PC_02,OFFICE,0,0,-64,23914,43240,26.8,74.9,high_humidity_risk,medium
MOD_PC_02,LAB,0,0,-57,26584,20378,27.7,89.1,high_humidity_risk,high
MOD_ROOM_01,OFFICE,0,1,-54,83984,30991,29.2,81.8,high_humidity_risk,high
MOD_PC_02,M_ROOM,1,0,-53,19880,43227,31.0,86.9,high_humidity_risk,high
MOD_ROOM_01,LIVING_ROOM,1,0,-52,40688,23142,27.7,93.1,high_humidity_risk,high
MOD_PC_01,BEDROOM,0,1,-71,59171,27109,28.7,80.8,high_humidity_risk,high
MOD_ROOM_01,KITCHEN,1,0,-71,54526,29782,26.5,84.9,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,0,-50,20679,24593,27.3,88.3,high_humidity_risk,high
MOD_PC_01,LIVING_ROOM,1,1,-57,55663,25038,28.7,87.7,high_humidity_risk,high
MOD_ESP_01,KITCHEN,1,1,-54,61922,37619,29.1,93.7,high_humidity_risk,high
MOD_PC_02,OFFICE,0,0,-59,41403,49098,27.2,90.1,high_humidity_risk,high
MOD_ROOM_01,LIVING_ROOM,0,1,-50,72185,28047,30.6,73.9,high_humidity_risk,medium
MOD_ESP_01,BEDROOM,1,1,-75,52262,44859,27.6,77.0,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,0,1,-58,29985,14527,29.9,83.9,high_humidity_risk,high
MOD_ROOM_01,LAB,1,1,-71,23839,13977,30.9,91.5,high_humidity_risk,high
MOD_ESP_01,M_ROOM,1,1,-67,48427,41033,27.4,89.9,high_humidity_risk,high
MOD_ESP_02,M_ROOM,0,1,-66,76114,25190,27.9,75.1,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,0,-54,61281,40555,30.5,85.7,high_humidity_risk,high
MOD_ESP_01,LAB,0,1,-68,75807,32674,26.6,70.6,high_humidity_risk,medium
MOD_ESP_02,LIVING_ROOM,0,1,-59,74653,30472,27.9,92.4,high_humidity_risk,high
MOD_PC_02,KITCHEN,1,1,-71,8280,35411,26.4,76.6,high_humidity_risk,high
MOD_ESP_02,LIVING_ROOM,1,1,-62,26053,17685,26.6,77.8,high_humidity_risk,high
MOD_ESP_01,BEDROOM,1,0,-62,36945,26469,28.3,81.7,high_humidity_risk,high
MOD_PC_02,LAB,1,1,-72,44369,24730,29.7,80.3,high_humidity_risk,high
MOD_PC_01,KITCHEN,1,1,-68,83626,19622,27.8,71.8,high_humidity_risk,medium
MOD_PC_02,LIVING_ROOM,0,1,-54,12439,41358,30.7,75.1,high_humidity_risk,high
MOD_ESP_02,OFFICE,1,1,-56,54709,40064,31.8,81.0,high_humidity_risk,high
MOD_PC_02,KITCHEN,0,0,-57,11415,46156,28.0,79.3,high_humidity_risk,high
MOD_PC_01,M_ROOM,1,0,-61,81704,32172,26.9,89.1,high_humidity_risk,high
MOD_PC_01,LIVING_ROOM,1,1,-70,36320,29715,26.7,80.5,high_humidity_risk,high
MOD_PC_01,BEDROOM,0,1,-51,78191,31431,28.5,85.3,high_humidity_risk,high
MOD_PC_01,M_ROOM,1,1,-70,25411,30631,29.1,94.6,high_humidity_risk,high
MOD_PC_02,KITCHEN,0,1,-73,42411,21719,28.5,84.5,high_humidity_risk,high
MOD_ROOM_01,OFFICE,1,0,-52,53318,34920,30.1,87.8,high_humidity_risk,high
MOD_PC_01,M_ROOM,0,0,-69,56564,24067,27.0,75.2,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,0,-69,27813,43659,30.8,73.9,high_humidity_risk,medium
MOD_ROOM_01,LIVING_ROOM,0,1,-53,13626,32583,31.2,88.2,high_humidity_risk,high
MOD_ESP_01,BEDROOM,0,1,-66,77933,22687,28.4,87.5,high_humidity_risk,high
MOD_PC_01,LAB,1,0,-59,34020,37126,27.8,93.4,high_humidity_risk,high
MOD_ESP_01,KITCHEN,0,1,-63,43419,44755,26.4,91.2,high_humidity_risk,high
MOD_ROOM_01,BEDROOM,1,1,-51,82923,37472,26.3,91.0,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,0,1,-75,27813,22236,32.0,74.8,high_humidity_risk,medium
MOD_PC_02,KITCHEN,1,1,-68,20377,49938,29.1,89.9,high_humidity_risk,high
MOD_ESP_01,BEDROOM,1,1,-69,43446,13076,26.0,76.5,high_humidity_risk,high
MOD_ESP_02,LAB,1,0,-59,63992,17501,31.3,81.9,high_humidity_risk,high
MOD_ROOM_01,LIVING_ROOM,0,0,-50,48278,35687,26.6,88.0,high_humidity_risk,high
MOD_PC_01,LAB,0,1,-69,36511,24890,26.6,87.5,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,1,1,-66,42811,14882,28.2,79.6,high_humidity_risk,high
MOD_ESP_01,M_ROOM,0,1,-56,73354,10534,27.6,82.7,high_humidity_risk,high
MOD_ESP_02,KITCHEN,1,0,-68,17747,31400,29.1,76.5,high_humidity_risk,high
MOD_ESP_02,KITCHEN,1,1,-74,31319,39559,26.8,79.7,high_humidity_risk,high
MOD_PC_02,LIVING_ROOM,1,1,-50,73757,43164,31.6,79.2,high_humidity_risk,high
MOD_ESP_01,LIVING_ROOM,0,1,-50,54043,18383,28.1,79.2,high_humidity_risk,high
MOD_ESP_01,LIVING_ROOM,1,0,-55,80268,41326,29.9,94.7,high_humidity_risk,high
MOD_PC_01,LAB,1,0,-54,70606,13618,31.0,91.2,high_humidity_risk,high
MOD_ESP_01,KITCHEN,0,1,-69,57793,18752,31.8,70.7,high_humidity_risk,medium
MOD_PC_02,KITCHEN,1,0,-62,42751,30231,29.4,76.4,high_humidity_risk,high
MOD_PC_02,LAB,1,0,-75,6637,26961,30.7,80.2,high_humidity_risk,high
MOD_PC_02,M_ROOM,1,0,-71,64926,20127,27.8,76.9,high_humidity_risk,high
MOD_ESP_02,LAB,1,1,-60,19369,40192,29.3,83.7,high_humidity_risk,high
MOD_PC_02,OFFICE,1,0,-56,17382,45475,31.2,74.2,high_humidity_risk,medium
MOD_ROOM_01,M_ROOM,1,1,-68,16906,23033,28.5,71.5,high_humidity_risk,medium
MOD_ESP_02,M_ROOM,1,1,-61,63421,43249,26.2,80.3,high_humidity_risk,high
MOD_ESP_01,BEDROOM,0,0,-70,43688,45295,26.8,85.2,high_humidity_risk,high
MOD_ESP_02,LAB,0,1,-72,2525,24816,27.6,71.0,high_humidity_risk,medium
MOD_ESP_01,LIVING_ROOM,1,0,-74,47900,30250,28.0,93.9,high_humidity_risk,high
MOD_PC_02,LIVING_ROOM,1,1,-59,68358,41486,30.5,93.8,high_humidity_risk,high
MOD_ROOM_01,M_ROOM,0,1,-51,33614,23526,28.2,92.0,high_humidity_risk,high
MOD_ESP_01,BEDROOM,1,0,-66,8848,21379,30.0,76.2,high_humidity_risk,high
MOD_PC_01,LAB,0,1,-57,47347,45307,26.5,89.6,high_humidity_risk,high
MOD_ESP_02,KITCHEN,1,1,-51,21961,21805,27.6,70.2,high_humidity_risk,medium
MOD_ROOM_01,LAB,1,0,-52,16874,33790,28.0,89.1,high_humidity_risk,high
MOD_ESP_01,BEDROOM,0,1,-62,56245,17022,31.6,81.2,high_humidity_risk,high
MOD_ROOM_01,BEDROOM,1,0,-69,76889,20437,29.6,86.5,high_humidity_risk,high
MOD_PC_01,LIVING_ROOM,0,1,-71,44427,25219,27.4,71.1,high_humidity_risk,medium
MOD_ESP_01,BEDROOM,1,1,-55,56948,30736,26.4,82.4,high_humidity_risk,high
MOD_ESP_02,LAB,1,0,-50,10392,25315,31.8,92.0,high_humidity_risk,high
MOD_ESP_01,OFFICE,0,1,-58,71846,21559,27.7,80.8,high_humidity_risk,high
MOD_ROOM_01,KITCHEN,1,1,-72,56577,25250,31.6,84.3,high_humidity_risk,high
MOD_ESP_01,KITCHEN,0,1,-64,36134,39750,28.9,75.3,high_humidity_risk,high
MOD_PC_02,KITCHEN,1,0,-66,81088,40782,27.9,72.9,high_humidity_risk,medium
MOD_ROOM_01,M_ROOM,1,1,-54,11471,17484,29.0,88.2,high_humidity_risk,high
MOD_ESP_01,KITCHEN,1,1,-51,10515,30895,31.9,81.5,high_humidity_risk,high
MOD_PC_02,OFFICE,0,1,-72,28254,13860,23.3,27.2,low_humidity,low
MOD_PC_02,BEDROOM,1,0,-74,62036,18867,25.2,26.3,low_humidity,low
MOD_ESP_02,LIVING_ROOM,0,1,-63,52606,34472,26.0,24.1,low_humidity,low
MOD_ESP_02,LAB,0,1,-68,9927,36094,25.3,24.9,low_humidity,low
MOD_ROOM_01,LIVING_ROOM,1,0,-66,14641,16361,24.4,17.2,low_humidity,low
MOD_ESP_01,LIVING_ROOM,1,1,-69,11041,42496,24.8,17.6,low_humidity,low
MOD_ROOM_01,M_ROOM,0,0,-56,39049,42077,23.9,19.5,low_humidity,low
MOD_PC_01,BEDROOM,1,1,-75,22457,19423,23.9,24.8,low_humidity,low
MOD_ESP_02,BEDROOM,0,1,-65,6292,45503,24.5,21.1,low_humidity,low
MOD_ROOM_01,KITCHEN,1,0,-62,4918,16799,24.4,25.5,low_humidity,low
MOD_ESP_01,LAB,0,1,-62,72455,14038,24.6,24.7,low_humidity,low
MOD_PC_01,KITCHEN,1,0,-74,59460,25970,25.4,20.1,low_humidity,low
MOD_ROOM_01,BEDROOM,0,1,-62,39629,15594,27.5,16.4,low_humidity,low
MOD_ESP_02,LIVING_ROOM,1,1,-74,1773,35708,24.1,22.2,low_humidity,low
MOD_ESP_02,OFFICE,1,0,-73,10239,49006,22.6,16.7,low_humidity,low
MOD_ESP_01,LIVING_ROOM,0,1,-58,81319,17088,23.2,20.9,low_humidity,low
MOD_PC_02,LIVING_ROOM,1,0,-62,114,24162,27.2,18.7,low_humidity,low
MOD_ESP_02,OFFICE,0,0,-70,42653,21520,27.3,18.3,low_humidity,low
MOD_ESP_01,OFFICE,1,0,-60,74883,32810,27.0,27.5,low_humidity,low
MOD_ROOM_01,BEDROOM,1,1,-53,31884,32031,27.0,20.3,low_humidity,low
MOD_ROOM_01,LAB,1,0,-75,7475,34223,25.6,27.9,low_humidity,low
MOD_ESP_01,KITCHEN,0,1,-75,45433,38732,27.7,25.5,low_humidity,low
MOD_PC_02,KITCHEN,1,1,-66,68246,47194,27.6,24.8,low_humidity,low
MOD_ESP_01,BEDROOM,1,0,-66,41274,26481,22.7,23.5,low_humidity,low
MOD_PC_01,OFFICE,0,1,-72,69441,16869,26.1,26.2,low_humidity,low
MOD_PC_02,LIVING_ROOM,1,1,-67,9320,15810,24.7,16.4,low_humidity,low
MOD_PC_01,LIVING_ROOM,0,0,-57,76637,21731,25.6,17.2,low_humidity,low
MOD_PC_01,OFFICE,1,0,-60,82074,15457,27.6,21.2,low_humidity,low
MOD_ESP_02,LAB,1,1,-64,67500,48136,27.0,17.1,low_humidity,low
MOD_PC_02,M_ROOM,1,1,-55,32575,43113,22.2,24.2,low_humidity,low
MOD_ESP_01,OFFICE,1,0,-67,83868,11006,22.8,20.5,low_humidity,low
MOD_ESP_02,LIVING_ROOM,0,0,-70,2298,38730,25.5,19.3,low_humidity,low
MOD_ESP_02,M_ROOM,0,1,-53,33779,39733,24.6,19.3,low_humidity,low
MOD_PC_01,LIVING_ROOM,1,0,-63,51499,37191,23.5,16.7,low_humidity,low
